LEMMA	NOT-ENTAILED
which-is-state	is-town,which-is-town,town,a-city,city-of,is-city,which-is-city,city,is-county,which-is-county,a-county,county,is-municipality,which-is-municipality,municipality,which-is-district,district,is-district,which-commune,commune,is-commune,which-valley,a-valley,valley,a-region,which-region,area-of,region,region-of,island-of,is-island-of,which-is-island-of,capital,capital-of,is-capital-of,the-capital-of,is-capital-city,which-is-capital-city
state	is-town,which-is-town,town,a-city,city-of,is-city,which-is-city,city,is-county,which-is-county,a-county,county,is-municipality,which-is-municipality,municipality,which-is-district,district,is-district,which-commune,commune,is-commune,which-valley,a-valley,valley,a-region,which-region,area-of,region,region-of,island-of,is-island-of,which-is-island-of,capital,capital-of,is-capital-of,the-capital-of,is-capital-city,which-is-capital-city
is-county	is-town,which-is-town,town,a-city,city-of,is-city,which-is-city,city,is-state,which-is-state,state,is-municipality,which-is-municipality,municipality,which-is-district,district,is-district,which-commune,commune,is-commune,which-valley,a-valley,valley,a-region,which-region,area-of,region,region-of,island-of,is-island-of,which-is-island-of,capital,capital-of,is-capital-of,the-capital-of,is-capital-city,which-is-capital-city
which-is-county	is-town,which-is-town,town,a-city,city-of,is-city,which-is-city,city,is-state,which-is-state,state,is-municipality,which-is-municipality,municipality,which-is-district,district,is-district,which-commune,commune,is-commune,which-valley,a-valley,valley,a-region,which-region,area-of,region,region-of,island-of,is-island-of,which-is-island-of,capital,capital-of,is-capital-of,the-capital-of,is-capital-city,which-is-capital-city
a-county	is-town,which-is-town,town,a-city,city-of,is-city,which-is-city,city,is-state,which-is-state,state,is-municipality,which-is-municipality,municipality,which-is-district,district,is-district,which-commune,commune,is-commune,which-valley,a-valley,valley,a-region,which-region,area-of,region,region-of,island-of,is-island-of,which-is-island-of,capital,capital-of,is-capital-of,the-capital-of,is-capital-city,which-is-capital-city
is-municipality	is-town,which-is-town,town,a-city,city-of,is-city,which-is-city,city,is-state,which-is-state,state,is-county,which-is-county,a-county,county,which-is-district,district,is-district,which-commune,commune,is-commune,which-valley,a-valley,valley,a-region,which-region,area-of,region,region-of,island-of,is-island-of,which-is-island-of,capital,capital-of,is-capital-of,the-capital-of,is-capital-city,which-is-capital-city
which-is-municipality	is-town,which-is-town,town,a-city,city-of,is-city,which-is-city,city,is-state,which-is-state,state,is-county,which-is-county,a-county,county,which-is-district,district,is-district,which-commune,commune,is-commune,which-valley,a-valley,valley,a-region,which-region,area-of,region,region-of,island-of,is-island-of,which-is-island-of,capital,capital-of,is-capital-of,the-capital-of,is-capital-city,which-is-capital-city
municipality	is-town,which-is-town,town,a-city,city-of,is-city,which-is-city,city,is-state,which-is-state,state,is-county,which-is-county,a-county,county,which-is-district,district,is-district,which-commune,commune,is-commune,which-valley,a-valley,valley,a-region,which-region,area-of,region,region-of,island-of,is-island-of,which-is-island-of,capital,capital-of,is-capital-of,the-capital-of,is-capital-city,which-is-capital-city
which-is-district	is-town,which-is-town,town,a-city,city-of,is-city,which-is-city,city,is-state,which-is-state,state,is-county,which-is-county,a-county,county,is-municipality,which-is-municipality,municipality,which-commune,commune,is-commune,which-valley,a-valley,valley,a-region,which-region,area-of,region,region-of,island-of,is-island-of,which-is-island-of,capital,capital-of,is-capital-of,the-capital-of,is-capital-city,which-is-capital-city
district	is-town,which-is-town,town,a-city,city-of,is-city,which-is-city,city,is-state,which-is-state,state,is-county,which-is-county,a-county,county,is-municipality,which-is-municipality,municipality,which-commune,commune,is-commune,which-valley,a-valley,valley,a-region,which-region,area-of,region,region-of,island-of,is-island-of,which-is-island-of,capital,capital-of,is-capital-of,the-capital-of,is-capital-city,which-is-capital-city
is-district	is-town,which-is-town,town,a-city,city-of,is-city,which-is-city,city,is-state,which-is-state,state,is-county,which-is-county,a-county,county,is-municipality,which-is-municipality,municipality,which-commune,commune,is-commune,which-valley,a-valley,valley,a-region,which-region,area-of,region,region-of,island-of,is-island-of,which-is-island-of,capital,capital-of,is-capital-of,the-capital-of,is-capital-city,which-is-capital-city
which-commune	is-town,which-is-town,town,a-city,city-of,is-city,which-is-city,city,is-state,which-is-state,state,is-county,which-is-county,a-county,county,is-municipality,which-is-municipality,municipality,which-is-district,district,is-district,which-valley,a-valley,valley,a-region,which-region,area-of,region,region-of,island-of,is-island-of,which-is-island-of,capital,capital-of,is-capital-of,the-capital-of,is-capital-city,which-is-capital-city
commune	is-town,which-is-town,town,a-city,city-of,is-city,which-is-city,city,is-state,which-is-state,state,is-county,which-is-county,a-county,county,is-municipality,which-is-municipality,municipality,which-is-district,district,is-district,which-valley,a-valley,valley,a-region,which-region,area-of,region,region-of,island-of,is-island-of,which-is-island-of,capital,capital-of,is-capital-of,the-capital-of,is-capital-city,which-is-capital-city
is-commune	is-town,which-is-town,town,a-city,city-of,is-city,which-is-city,city,is-state,which-is-state,state,is-county,which-is-county,a-county,county,is-municipality,which-is-municipality,municipality,which-is-district,district,is-district,which-valley,a-valley,valley,a-region,which-region,area-of,region,region-of,island-of,is-island-of,which-is-island-of,capital,capital-of,is-capital-of,the-capital-of,is-capital-city,which-is-capital-city
which-valley	is-town,which-is-town,town,a-city,city-of,is-city,which-is-city,city,is-state,which-is-state,state,is-county,which-is-county,a-county,county,is-municipality,which-is-municipality,municipality,which-is-district,district,is-district,which-commune,commune,is-commune,a-region,which-region,area-of,region,region-of,island-of,is-island-of,which-is-island-of,capital,capital-of,is-capital-of,the-capital-of,is-capital-city,which-is-capital-city
a-valley	is-town,which-is-town,town,a-city,city-of,is-city,which-is-city,city,is-state,which-is-state,state,is-county,which-is-county,a-county,county,is-municipality,which-is-municipality,municipality,which-is-district,district,is-district,which-commune,commune,is-commune,a-region,which-region,area-of,region,region-of,island-of,is-island-of,which-is-island-of,capital,capital-of,is-capital-of,the-capital-of,is-capital-city,which-is-capital-city
valley	is-town,which-is-town,town,a-city,city-of,is-city,which-is-city,city,is-state,which-is-state,state,is-county,which-is-county,a-county,county,is-municipality,which-is-municipality,municipality,which-is-district,district,is-district,which-commune,commune,is-commune,a-region,which-region,area-of,region,region-of,island-of,is-island-of,which-is-island-of,capital,capital-of,is-capital-of,the-capital-of,is-capital-city,which-is-capital-city
a-region	is-town,which-is-town,town,a-city,city-of,is-city,which-is-city,city,is-state,which-is-state,state,is-county,which-is-county,a-county,county,is-municipality,which-is-municipality,municipality,which-is-district,district,is-district,which-commune,commune,is-commune,which-valley,a-valley,valley,island-of,is-island-of,which-is-island-of,capital,capital-of,is-capital-of,the-capital-of,is-capital-city,which-is-capital-city
which-region	is-town,which-is-town,town,a-city,city-of,is-city,which-is-city,city,is-state,which-is-state,state,is-county,which-is-county,a-county,county,is-municipality,which-is-municipality,municipality,which-is-district,district,is-district,which-commune,commune,is-commune,which-valley,a-valley,valley,island-of,is-island-of,which-is-island-of,capital,capital-of,is-capital-of,the-capital-of,is-capital-city,which-is-capital-city
region	is-town,which-is-town,town,a-city,city-of,is-city,which-is-city,city,is-state,which-is-state,state,is-county,which-is-county,a-county,county,is-municipality,which-is-municipality,municipality,which-is-district,district,is-district,which-commune,commune,is-commune,which-valley,a-valley,valley,island-of,is-island-of,which-is-island-of,capital,capital-of,is-capital-of,the-capital-of,is-capital-city,which-is-capital-city
region-of	is-town,which-is-town,town,a-city,city-of,is-city,which-is-city,city,is-state,which-is-state,state,is-county,which-is-county,a-county,county,is-municipality,which-is-municipality,municipality,which-is-district,district,is-district,which-commune,commune,is-commune,which-valley,a-valley,valley,island-of,is-island-of,which-is-island-of,capital,capital-of,is-capital-of,the-capital-of,is-capital-city,which-is-capital-city
capital	is-town,which-is-town,town,is-state,which-is-state,state,is-county,which-is-county,a-county,county,is-municipality,which-is-municipality,municipality,which-is-district,district,is-district,which-commune,commune,is-commune,which-valley,a-valley,valley,a-region,which-region,area-of,region,region-of,island-of,is-island-of,which-is-island-of
city-of	is-town,which-is-town,town,is-state,which-is-state,state,is-county,which-is-county,a-county,county,is-municipality,which-is-municipality,municipality,which-is-district,district,is-district,which-commune,commune,is-commune,which-valley,a-valley,valley,a-region,which-region,area-of,region,region-of,island-of,is-island-of,which-is-island-of,capital,capital-of,is-capital-of,the-capital-of,is-capital-city,which-is-capital-city
county	is-town,which-is-town,town,a-city,city-of,is-city,which-is-city,city,is-state,which-is-state,state,is-municipality,which-is-municipality,municipality,which-is-district,district,is-district,which-commune,commune,is-commune,which-valley,a-valley,valley,a-region,which-region,area-of,region,region-of,island-of,is-island-of,which-is-island-of,capital,capital-of,is-capital-of,the-capital-of,is-capital-city,which-is-capital-city
capital-of	is-town,which-is-town,town,is-state,which-is-state,state,is-county,which-is-county,a-county,county,is-municipality,which-is-municipality,municipality,which-is-district,district,is-district,which-commune,commune,is-commune,which-valley,a-valley,valley,a-region,which-region,area-of,region,region-of,island-of,is-island-of,which-is-island-of
island-of	is-town,which-is-town,town,a-city,city-of,is-city,which-is-city,city,is-state,which-is-state,state,is-county,which-is-county,a-county,county,is-municipality,which-is-municipality,municipality,which-is-district,district,is-district,which-commune,commune,is-commune,which-valley,a-valley,valley,a-region,which-region,area-of,region,region-of,capital,capital-of,is-capital-of,the-capital-of,is-capital-city,which-is-capital-city
is-island-of	is-town,which-is-town,town,a-city,city-of,is-city,which-is-city,city,is-state,which-is-state,state,is-county,which-is-county,a-county,county,is-municipality,which-is-municipality,municipality,which-is-district,district,is-district,which-commune,commune,is-commune,which-valley,a-valley,valley,a-region,which-region,area-of,region,region-of,capital,capital-of,is-capital-of,the-capital-of,is-capital-city,which-is-capital-city
which-is-island-of	is-town,which-is-town,town,a-city,city-of,is-city,which-is-city,city,is-state,which-is-state,state,is-county,which-is-county,a-county,county,is-municipality,which-is-municipality,municipality,which-is-district,district,is-district,which-commune,commune,is-commune,which-valley,a-valley,valley,a-region,which-region,area-of,region,region-of,capital,capital-of,is-capital-of,the-capital-of,is-capital-city,which-is-capital-city
area-of	is-town,which-is-town,town,a-city,city-of,is-city,which-is-city,city,is-state,which-is-state,state,is-county,which-is-county,a-county,county,is-municipality,which-is-municipality,municipality,which-is-district,district,is-district,which-commune,commune,is-commune,which-valley,a-valley,valley,island-of,is-island-of,which-is-island-of,capital,capital-of,is-capital-of,the-capital-of,is-capital-city,which-is-capital-city
city	is-town,which-is-town,town,is-state,which-is-state,state,is-county,which-is-county,a-county,county,is-municipality,which-is-municipality,municipality,which-is-district,district,is-district,which-commune,commune,is-commune,which-valley,a-valley,valley,a-region,which-region,area-of,region,region-of,island-of,is-island-of,which-is-island-of,capital,capital-of,is-capital-of,the-capital-of,is-capital-city,which-is-capital-city
is-capital-of	is-town,which-is-town,town,is-state,which-is-state,state,is-county,which-is-county,a-county,county,is-municipality,which-is-municipality,municipality,which-is-district,district,is-district,which-commune,commune,is-commune,which-valley,a-valley,valley,a-region,which-region,area-of,region,region-of,island-of,is-island-of,which-is-island-of
the-capital-of	is-town,which-is-town,town,is-state,which-is-state,state,is-county,which-is-county,a-county,county,is-municipality,which-is-municipality,municipality,which-is-district,district,is-district,which-commune,commune,is-commune,which-valley,a-valley,valley,a-region,which-region,area-of,region,region-of,island-of,is-island-of,which-is-island-of
is-capital-city	is-town,which-is-town,town,is-state,which-is-state,state,is-county,which-is-county,a-county,county,is-municipality,which-is-municipality,municipality,which-is-district,district,is-district,which-commune,commune,is-commune,which-valley,a-valley,valley,a-region,which-region,area-of,region,region-of,island-of,is-island-of,which-is-island-of
which-is-capital-city	is-town,which-is-town,town,is-state,which-is-state,state,is-county,which-is-county,a-county,county,is-municipality,which-is-municipality,municipality,which-is-district,district,is-district,which-commune,commune,is-commune,which-valley,a-valley,valley,a-region,which-region,area-of,region,region-of,island-of,is-island-of,which-is-island-of
